'sample interval','MLII','V1'
200,-0.075,-0.010
201,-0.070,-0.025
202,-0.065,-0.005
203,-0.045,0.000
204,-0.025,-0.010
205,-0.025,-0.010
206,-0.020,-0.025
207,-0.020,-0.035
208,-0.030,-0.030
209,-0.035,-0.040
210,-0.030,-0.035
211,-0.035,-0.045
212,-0.035,-0.045
213,-0.035,-0.040
214,-0.035,-0.020
215,-0.030,-0.010
216,-0.025,-0.025
217,-0.010,-0.030
218,-0.010,-0.030
219,-0.020,-0.020
220,-0.035,-0.010
221,-0.030,0.000
222,-0.025,-0.005
223,-0.010,0.000
224,0.000,0.005
225,0.020,0.040
226,0.040,0.070
227,0.065,0.085
228,0.065,0.095
229,0.060,0.095
230,0.055,0.110
231,0.075,0.120
232,0.070,0.135
233,0.060,0.130
234,0.055,0.125
235,0.045,0.110
236,0.035,0.115
237,0.045,0.135
238,0.040,0.155
239,0.045,0.150
240,0.040,0.145
241,0.045,0.125
242,0.045,0.135
243,0.030,0.150
244,0.020,0.155
245,0.030,0.160
246,0.020,0.160
247,0.025,0.140
248,0.030,0.155
249,0.030,0.155
250,0.035,0.175
251,0.035,0.180
252,0.030,0.160
253,0.030,0.145
254,0.035,0.135
255,0.035,0.140
256,0.030,0.150
257,0.030,0.140
258,0.030,0.140
259,0.025,0.130
260,0.030,0.135
261,0.030,0.165
262,0.035,0.165
263,0.040,0.175
264,0.040,0.165
265,0.045,0.160
266,0.045,0.130
267,0.030,0.125
268,0.030,0.140
269,0.015,0.130
270,0.045,0.130
271,0.045,0.135
272,0.055,0.135
273,0.045,0.145
274,0.055,0.170
275,0.060,0.175
276,0.055,0.165
277,0.055,0.150
278,0.060,0.130
279,0.045,0.110
280,0.050,0.135
281,0.035,0.140
282,0.040,0.140
283,0.050,0.130
284,0.055,0.120
285,0.060,0.135
286,0.070,0.150
287,0.080,0.175
288,0.070,0.180
289,0.070,0.165
290,0.045,0.135
291,0.045,0.125
292,0.035,0.135
293,0.035,0.130
294,0.035,0.145
295,0.045,0.130
296,0.050,0.130
297,0.045,0.130
298,0.055,0.150
299,0.060,0.165
300,0.065,0.165
301,0.055,0.155
302,0.070,0.135
303,0.065,0.135
304,0.055,0.155
305,0.055,0.170
306,0.060,0.190
307,0.080,0.175
308,0.100,0.190
309,0.110,0.195
310,0.130,0.210
311,0.130,0.230
312,0.140,0.220
313,0.170,0.205
314,0.180,0.185
315,0.195,0.175
316,0.195,0.170
317,0.205,0.185
318,0.215,0.165
319,0.210,0.165
320,0.210,0.150
321,0.210,0.155
322,0.215,0.175
323,0.215,0.175
324,0.220,0.180
325,0.220,0.155
326,0.205,0.120
327,0.180,0.095
328,0.150,0.085
329,0.125,0.100
330,0.090,0.115
331,0.070,0.115
332,0.065,0.115
333,0.045,0.140
334,0.040,0.155
335,0.040,0.155
336,0.040,0.155
337,0.020,0.130
338,0.015,0.110
339,0.010,0.090
340,0.010,0.080
341,-0.010,0.100
342,-0.005,0.115
343,-0.010,0.105
344,-0.020,0.100
345,-0.020,0.110
346,-0.020,0.110
347,-0.010,0.120
348,-0.015,0.125
349,-0.010,0.115
350,-0.010,0.105
351,-0.020,0.080
352,-0.040,0.075
353,-0.035,0.070
354,-0.060,0.085
355,-0.065,0.075
356,-0.040,0.085
357,0.020,0.095
358,0.115,0.110
359,0.240,0.105
360,0.395,0.095
361,0.600,0.075
362,0.855,0.055
363,1.110,0.060
364,1.370,0.125
365,1.590,0.215
366,1.735,0.350
367,1.770,0.475
368,1.640,0.585
369,1.410,0.630
370,1.090,0.610
371,0.740,0.535
372,0.425,0.380
373,0.175,0.215
374,-0.010,0.060
375,-0.095,-0.045
376,-0.110,-0.055
377,-0.100,-0.035
378,-0.060,0.035
379,-0.025,0.080
380,-0.010,0.105
381,-0.035,0.105
382,-0.055,0.110
383,-0.075,0.115
384,-0.110,0.100
385,-0.120,0.090
386,-0.125,0.075
387,-0.120,0.060
388,-0.120,0.070
389,-0.120,0.085
390,-0.140,0.100
391,-0.125,0.090
392,-0.125,0.075
393,-0.125,0.075
394,-0.120,0.090
395,-0.120,0.105
396,-0.115,0.115
397,-0.115,0.100
398,-0.110,0.075
399,-0.135,0.070
400,-0.135,0.060
401,-0.145,0.070
402,-0.140,0.065
403,-0.130,0.055
404,-0.120,0.070
405,-0.120,0.070
406,-0.120,0.085
407,-0.110,0.080
408,-0.105,0.075
409,-0.105,0.055
410,-0.115,0.045
411,-0.115,0.045
412,-0.125,0.050
413,-0.125,0.065
414,-0.115,0.060
415,-0.110,0.060
416,-0.100,0.050
417,-0.095,0.060
418,-0.085,0.080
419,-0.075,0.070
420,-0.070,0.055
421,-0.065,0.035
422,-0.080,0.030
423,-0.095,0.015
424,-0.095,0.035
425,-0.095,0.035
426,-0.090,0.015
427,-0.080,0.000
428,-0.080,0.010
429,-0.060,0.015
430,-0.060,0.015
431,-0.030,0.010
432,-0.030,0.000
433,-0.025,-0.020
434,-0.035,-0.015
435,-0.035,-0.005
436,-0.055,-0.010
437,-0.045,-0.030
438,-0.050,-0.060
439,-0.040,-0.060
440,-0.030,-0.040
441,-0.020,-0.025
442,0.000,-0.020
443,0.010,-0.025
444,0.005,-0.050
445,0.005,-0.055
446,-0.015,-0.050
447,-0.025,-0.050
448,-0.025,-0.060
449,-0.035,-0.070
450,-0.025,-0.075
451,-0.020,-0.065
452,-0.030,-0.050
453,-0.020,-0.020
454,0.000,-0.015
455,0.010,-0.010
456,0.005,-0.015
457,0.000,-0.010
458,0.005,0.005
459,-0.005,0.020
460,0.000,0.020
461,0.000,0.020
462,0.015,0.020
463,0.015,0.050
464,0.020,0.080
465,0.040,0.110
466,0.060,0.130
467,0.070,0.120
468,0.070,0.115
469,0.070,0.110
470,0.050,0.110
471,0.035,0.120
472,0.025,0.115
473,0.020,0.100
474,0.030,0.110
475,0.015,0.105
476,0.015,0.115
477,0.020,0.140
478,0.030,0.160
479,0.035,0.160
480,0.035,0.150
481,0.040,0.140
482,0.045,0.125
483,0.025,0.135
484,0.025,0.140
485,0.015,0.135
486,0.010,0.115
487,0.000,0.095
488,-0.005,0.105
489,-0.005,0.130
490,-0.005,0.145
491,0.005,0.155
492,0.020,0.135
493,0.030,0.120
494,0.045,0.120
495,0.030,0.130
496,0.030,0.120
497,0.010,0.120
498,-0.005,0.110
499,-0.005,0.105
500,0.005,0.115
501,0.005,0.130
502,0.010,0.150
503,0.020,0.155
504,0.030,0.135
505,0.025,0.130
506,0.025,0.115
507,0.025,0.120
508,0.025,0.135
509,0.005,0.125
510,0.025,0.115
511,0.020,0.100
512,0.025,0.105
513,0.025,0.105
514,0.030,0.140
515,0.040,0.155
516,0.020,0.145
517,0.030,0.135
518,0.030,0.120
519,0.035,0.115
520,0.035,0.125
521,0.035,0.145
522,0.040,0.130
523,0.040,0.125
524,0.035,0.125
525,0.040,0.140
526,0.035,0.155
527,0.035,0.150
528,0.030,0.150
529,0.030,0.120
530,0.035,0.110
531,0.025,0.090
532,0.020,0.105
533,0.010,0.115
534,0.025,0.125
535,0.015,0.125
536,0.035,0.125
537,0.040,0.120
538,0.025,0.150
539,0.030,0.160
540,0.045,0.160
541,0.055,0.155
542,0.060,0.150
543,0.055,0.160
544,0.050,0.170
545,0.060,0.170
546,0.070,0.175
547,0.085,0.175
548,0.110,0.175
549,0.120,0.175
550,0.140,0.185
551,0.160,0.195
552,0.165,0.195
553,0.190,0.185
554,0.205,0.165
555,0.205,0.135
556,0.200,0.120
557,0.175,0.125
558,0.155,0.140
559,0.155,0.150
560,0.165,0.140
561,0.180,0.125
562,0.195,0.130
563,0.210,0.130
564,0.190,0.140
565,0.170,0.140
566,0.155,0.110
567,0.115,0.080
568,0.095,0.075
569,0.055,0.080
570,0.035,0.110
571,0.015,0.135
572,0.015,0.130
573,0.005,0.115
574,-0.005,0.105
575,0.000,0.090
576,-0.025,0.090
577,-0.035,0.105
578,-0.040,0.105
579,-0.040,0.100
580,-0.050,0.070
581,-0.065,0.055
582,-0.080,0.085
583,-0.090,0.100
584,-0.080,0.105
585,-0.075,0.115
586,-0.080,0.095
587,-0.065,0.105
588,-0.060,0.100
589,-0.070,0.120
590,-0.070,0.105
591,-0.070,0.080
592,-0.075,0.065
593,-0.105,0.040
594,-0.110,0.040
595,-0.110,0.060
596,-0.075,0.095
597,0.005,0.100
598,0.115,0.090
599,0.255,0.050
600,0.435,0.035
601,0.655,0.035
602,0.905,0.045
603,1.175,0.090
604,1.440,0.135
605,1.645,0.230
606,1.745,0.335
607,1.690,0.465
608,1.520,0.570
609,1.245,0.600
610,0.915,0.565
611,0.575,0.430
612,0.270,0.265
613,0.045,0.130
614,-0.090,0.005
615,-0.150,-0.060
616,-0.155,-0.075
617,-0.120,-0.045
618,-0.095,0.015
619,-0.080,0.065
620,-0.085,0.125
621,-0.100,0.105
622,-0.120,0.105
623,-0.140,0.085
624,-0.160,0.085
625,-0.170,0.090
626,-0.180,0.110
627,-0.175,0.080
628,-0.165,0.060
629,-0.165,0.055
630,-0.185,0.070
631,-0.180,0.080
632,-0.175,0.105
633,-0.175,0.095
634,-0.170,0.085
635,-0.165,0.080
636,-0.175,0.075
637,-0.175,0.095
638,-0.185,0.090
639,-0.185,0.070
640,-0.185,0.045
641,-0.180,0.055
642,-0.180,0.065
643,-0.175,0.055
644,-0.160,0.075
645,-0.155,0.075
646,-0.160,0.075
647,-0.145,0.065
648,-0.150,0.085
649,-0.165,0.095
650,-0.160,0.085
651,-0.155,0.060
652,-0.175,0.040
653,-0.175,0.025
654,-0.165,0.035
655,-0.165,0.055
656,-0.160,0.060
657,-0.145,0.060
658,-0.125,0.050
659,-0.125,0.055
660,-0.125,0.045
661,-0.140,0.055
662,-0.135,0.035
663,-0.135,0.005
664,-0.135,-0.005
665,-0.140,-0.005
666,-0.140,0.005
667,-0.125,0.015
668,-0.110,0.010
669,-0.115,0.005
670,-0.100,0.000
671,-0.095,0.000
672,-0.095,0.015
673,-0.100,0.015
674,-0.090,-0.020
675,-0.095,-0.040
676,-0.090,-0.065
677,-0.095,-0.065
678,-0.100,-0.055
679,-0.095,-0.040
680,-0.080,-0.035
681,-0.055,-0.040
682,-0.040,-0.050
683,-0.030,-0.025
684,-0.025,-0.020
685,-0.025,-0.015
686,-0.035,-0.035
687,-0.040,-0.050
688,-0.050,-0.080
689,-0.055,-0.060
690,-0.070,-0.050
691,-0.065,-0.025
692,-0.050,-0.040
693,-0.040,-0.045
694,-0.025,-0.045
695,-0.025,-0.025
696,-0.005,-0.020
697,-0.020,-0.010
698,-0.010,-0.010
699,-0.015,-0.010
700,-0.015,0.015
701,-0.020,0.030
702,-0.015,0.050
703,-0.015,0.060
704,0.000,0.065
705,0.015,0.070
706,0.015,0.110
707,0.030,0.130
708,0.030,0.140
709,0.025,0.135
710,0.015,0.120
711,0.005,0.090
712,-0.005,0.115
713,-0.020,0.125
714,-0.030,0.130
715,-0.030,0.135
716,-0.020,0.120
717,-0.025,0.115
718,-0.015,0.135
719,-0.020,0.145
720,-0.015,0.140
721,-0.015,0.125
722,-0.020,0.115
723,-0.035,0.110
724,-0.045,0.110
725,-0.045,0.120
726,-0.060,0.125
727,-0.065,0.120
728,-0.060,0.115
729,-0.060,0.135
730,-0.045,0.155
731,-0.030,0.165
732,-0.020,0.150
733,-0.010,0.135
734,-0.015,0.115
735,-0.030,0.115
736,-0.035,0.120
737,-0.050,0.105
738,-0.050,0.100
739,-0.055,0.105
740,-0.045,0.120
741,-0.040,0.135
742,-0.030,0.145
743,-0.020,0.145
744,-0.015,0.120
745,-0.015,0.120
746,-0.015,0.130
747,-0.020,0.135
748,-0.035,0.120
749,-0.040,0.105
750,-0.045,0.090
751,-0.045,0.110
752,-0.035,0.120
753,-0.030,0.145
754,-0.020,0.155
755,-0.005,0.145
756,0.005,0.145
757,-0.005,0.135
758,0.000,0.130
759,-0.015,0.125
760,-0.030,0.120
761,-0.035,0.100
762,-0.035,0.095
763,-0.030,0.100
764,-0.050,0.110
765,-0.045,0.145
766,-0.055,0.160
767,-0.040,0.155
768,-0.035,0.140
769,-0.030,0.130
770,-0.030,0.130
771,-0.025,0.140
772,-0.030,0.150
773,-0.035,0.125
774,-0.035,0.110
775,-0.030,0.105
776,-0.015,0.120
777,-0.015,0.140
778,-0.005,0.165
779,0.020,0.185
780,0.040,0.160
781,0.045,0.175
782,0.050,0.170
783,0.045,0.180
784,0.045,0.185
785,0.050,0.180
786,0.065,0.175
787,0.085,0.165
788,0.095,0.175
789,0.105,0.175
790,0.125,0.185
791,0.130,0.185
792,0.145,0.160
793,0.125,0.135
794,0.110,0.140
795,0.120,0.130
796,0.115,0.135
797,0.120,0.135
798,0.120,0.120
799,0.105,0.105
800,0.090,0.090
801,0.070,0.110
802,0.035,0.110
803,0.025,0.120
804,0.000,0.115
805,-0.010,0.120
806,-0.020,0.105
807,-0.040,0.125
808,-0.060,0.130
809,-0.075,0.125
810,-0.090,0.115
811,-0.090,0.100
812,-0.095,0.095
813,-0.100,0.100
814,-0.105,0.100
815,-0.100,0.130
816,-0.100,0.115
817,-0.100,0.105
818,-0.100,0.085
819,-0.115,0.070
820,-0.120,0.070
821,-0.130,0.095
822,-0.130,0.100
823,-0.125,0.090
824,-0.115,0.090
825,-0.105,0.095
826,-0.110,0.105
827,-0.110,0.120
828,-0.130,0.115
829,-0.145,0.090
830,-0.130,0.075
831,-0.100,0.070
832,-0.040,0.085
833,0.055,0.090
834,0.180,0.080
835,0.360,0.055
836,0.575,0.020
837,0.835,0.030
838,1.115,0.080
839,1.375,0.170
840,1.585,0.285
841,1.690,0.395
842,1.680,0.490
843,1.525,0.565
844,1.255,0.600
845,0.950,0.570
846,0.630,0.490
847,0.320,0.350
848,0.085,0.190
849,-0.060,0.050
850,-0.135,-0.040
851,-0.155,-0.040
852,-0.145,-0.010
853,-0.110,0.035
854,-0.085,0.065
855,-0.065,0.070
856,-0.085,0.065
857,-0.125,0.075
858,-0.165,0.085
859,-0.175,0.095
860,-0.195,0.100
861,-0.205,0.100
862,-0.195,0.075
863,-0.185,0.075
864,-0.180,0.090
865,-0.195,0.095
866,-0.180,0.095
867,-0.175,0.075
868,-0.185,0.050
869,-0.195,0.040
870,-0.200,0.035
871,-0.205,0.070
872,-0.205,0.090
873,-0.200,0.090
874,-0.195,0.080
875,-0.180,0.085
876,-0.190,0.080
877,-0.185,0.085
878,-0.180,0.090
879,-0.180,0.075
880,-0.180,0.045
881,-0.180,0.020
882,-0.185,0.025
883,-0.185,0.040
884,-0.190,0.060
885,-0.200,0.070
886,-0.180,0.070
887,-0.180,0.060
888,-0.180,0.050
889,-0.175,0.060
890,-0.170,0.060
891,-0.180,0.050
892,-0.175,0.040
893,-0.170,0.010
894,-0.170,0.015
895,-0.170,0.030
896,-0.175,0.045
897,-0.170,0.035
898,-0.145,0.035
899,-0.145,0.025
900,-0.150,0.005
901,-0.150,0.020
902,-0.145,0.010
903,-0.140,0.015
904,-0.135,0.000
905,-0.135,-0.030
906,-0.125,-0.020
907,-0.140,-0.025
908,-0.120,-0.005
909,-0.115,-0.005
910,-0.110,-0.025
911,-0.090,-0.025
912,-0.085,-0.045
913,-0.095,-0.035
914,-0.095,-0.030
915,-0.100,-0.035
916,-0.090,-0.055
917,-0.110,-0.080
918,-0.090,-0.085
919,-0.085,-0.075
920,-0.080,-0.065
921,-0.070,-0.050
922,-0.075,-0.060
923,-0.050,-0.080
924,-0.055,-0.080
925,-0.045,-0.080
926,-0.050,-0.080
927,-0.070,-0.070
928,-0.075,-0.075
929,-0.070,-0.105
930,-0.080,-0.100
931,-0.065,-0.090
932,-0.070,-0.065
933,-0.065,-0.050
934,-0.045,-0.050
935,-0.035,-0.050
936,-0.040,-0.060
937,-0.025,-0.045
938,-0.025,-0.010
939,-0.020,0.005
940,-0.025,0.000
941,-0.040,0.000
942,-0.045,-0.010
943,-0.035,0.005
944,-0.030,0.045
945,-0.005,0.080
946,-0.010,0.085
947,0.010,0.095
948,0.010,0.090
949,0.015,0.095
950,0.020,0.090
951,0.000,0.105
952,-0.010,0.100
953,-0.010,0.075
954,-0.020,0.070
955,-0.025,0.085
956,-0.030,0.095
957,-0.035,0.125
958,-0.030,0.135
959,-0.010,0.120
960,0.000,0.105
961,-0.010,0.100
962,-0.010,0.105
963,-0.020,0.110
964,-0.030,0.120
965,-0.030,0.120
966,-0.040,0.095
967,-0.045,0.095
968,-0.035,0.100
969,-0.040,0.110
970,-0.035,0.125
971,-0.030,0.110
972,-0.015,0.095
973,-0.010,0.090
974,-0.010,0.105
975,-0.015,0.105
976,-0.010,0.110
977,-0.025,0.090
978,-0.035,0.075
979,-0.040,0.075
980,-0.045,0.095
981,-0.040,0.125
982,-0.040,0.120
983,-0.030,0.120
984,-0.015,0.105
985,-0.015,0.095
986,-0.025,0.095
987,-0.010,0.110
988,-0.020,0.110
989,-0.030,0.090
990,-0.020,0.080
991,-0.025,0.085
992,-0.025,0.100
993,-0.035,0.120
994,-0.035,0.115
995,-0.035,0.115
996,-0.010,0.100
997,-0.010,0.095
998,-0.010,0.120
999,-0.025,0.120
1000,-0.030,0.100
1001,-0.025,0.090
1002,-0.030,0.085
1003,-0.045,0.115
1004,-0.025,0.125
1005,-0.030,0.135
1006,-0.030,0.135
1007,-0.020,0.110
1008,-0.030,0.105
1009,-0.035,0.090
1010,-0.045,0.095
1011,-0.045,0.095
1012,-0.050,0.090
1013,-0.065,0.090
1014,-0.050,0.090
1015,-0.055,0.120
1016,-0.025,0.125
1017,-0.030,0.145
1018,-0.015,0.130
1019,0.005,0.130
1020,0.005,0.150
1021,0.010,0.165
1022,0.015,0.170
1023,0.015,0.175
1024,0.020,0.155
1025,0.030,0.145
1026,0.040,0.165
1027,0.060,0.175
1028,0.075,0.180
1029,0.110,0.175
1030,0.145,0.150
1031,0.145,0.130
1032,0.150,0.125
1033,0.145,0.125
1034,0.120,0.125
1035,0.105,0.105
1036,0.100,0.090
1037,0.095,0.095
1038,0.095,0.100
1039,0.095,0.105
1040,0.075,0.125
1041,0.085,0.110
1042,0.075,0.100
1043,0.050,0.085
1044,0.015,0.085
1045,0.000,0.100
1046,-0.025,0.110
1047,-0.050,0.110
1048,-0.060,0.090
1049,-0.070,0.070
1050,-0.095,0.075
1051,-0.100,0.070
1052,-0.105,0.095
1053,-0.100,0.100
1054,-0.090,0.085
1055,-0.085,0.065
1056,-0.090,0.075
1057,-0.095,0.080
1058,-0.105,0.090
1059,-0.120,0.090
1060,-0.115,0.075
1061,-0.125,0.060
1062,-0.130,0.060
1063,-0.140,0.085
1064,-0.135,0.095
1065,-0.125,0.115
1066,-0.125,0.100
1067,-0.125,0.070
1068,-0.140,0.050
1069,-0.145,0.025
1070,-0.160,0.040
1071,-0.170,0.055
1072,-0.120,0.070
1073,-0.060,0.070
1074,0.030,0.045
1075,0.145,0.025
1076,0.310,0.000
1077,0.520,0.010
1078,0.775,0.035
1079,1.050,0.065
1080,1.315,0.130
1081,1.525,0.235
1082,1.645,0.330
1083,1.650,0.445
1084,1.505,0.560
1085,1.260,0.595
1086,0.955,0.590
1087,0.630,0.505
1088,0.335,0.365
1089,0.100,0.220
1090,-0.055,0.090
1091,-0.140,-0.020
1092,-0.165,-0.070
1093,-0.150,-0.085
1094,-0.120,-0.040
1095,-0.090,0.010
1096,-0.085,0.070
1097,-0.090,0.090
1098,-0.110,0.095
1099,-0.155,0.085
1100,-0.165,0.075
1101,-0.185,0.075
1102,-0.195,0.085
1103,-0.200,0.080
1104,-0.195,0.065
1105,-0.190,0.060
1106,-0.185,0.055
1107,-0.195,0.075
1108,-0.200,0.085
1109,-0.200,0.080
1110,-0.200,0.075
1111,-0.195,0.050
1112,-0.185,0.040
1113,-0.185,0.055
1114,-0.185,0.070
1115,-0.190,0.075
1116,-0.180,0.070
1117,-0.175,0.050
1118,-0.190,0.045
1119,-0.205,0.035
1120,-0.205,0.045
1121,-0.200,0.050
1122,-0.190,0.050
1123,-0.185,0.035
1124,-0.180,0.020
1125,-0.165,0.035
1126,-0.155,0.055
1127,-0.155,0.075
1128,-0.155,0.060
1129,-0.145,0.035
1130,-0.165,0.025
1131,-0.165,0.015
1132,-0.170,0.025
1133,-0.180,0.035
1134,-0.175,0.045
1135,-0.170,0.020
1136,-0.165,0.020
1137,-0.165,0.015
1138,-0.150,0.020
1139,-0.145,0.025
1140,-0.140,0.025
1141,-0.125,0.005
1142,-0.135,-0.015
1143,-0.130,-0.030
1144,-0.145,-0.025
1145,-0.150,-0.005
1146,-0.145,0.015
1147,-0.160,0.010
1148,-0.155,-0.010
1149,-0.140,-0.030
1150,-0.130,-0.025
1151,-0.110,-0.020
1152,-0.105,-0.005
1153,-0.105,-0.015
1154,-0.100,-0.030
1155,-0.090,-0.050
1156,-0.095,-0.075
1157,-0.100,-0.070
1158,-0.110,-0.055
1159,-0.110,-0.035
1160,-0.110,-0.045
1161,-0.090,-0.040
1162,-0.075,-0.050
1163,-0.070,-0.050
1164,-0.075,-0.040
1165,-0.070,-0.040
1166,-0.070,-0.050
1167,-0.065,-0.065
1168,-0.070,-0.075
1169,-0.070,-0.075
1170,-0.065,-0.060
1171,-0.070,-0.035
1172,-0.065,-0.020
1173,-0.065,-0.015
1174,-0.060,-0.030
1175,-0.045,-0.050
1176,-0.055,-0.045
1177,-0.060,-0.035
1178,-0.065,-0.020
1179,-0.065,-0.035
1180,-0.070,-0.040
1181,-0.055,-0.040
1182,-0.030,-0.030
1183,-0.015,0.020
1184,-0.005,0.060
1185,0.005,0.055
1186,0.010,0.060
1187,0.020,0.050
1188,0.010,0.055
1189,0.015,0.070
1190,0.010,0.095
1191,-0.010,0.105
1192,-0.020,0.100
1193,-0.035,0.090
1194,-0.005,0.095
1195,-0.005,0.100
1196,0.000,0.130
1197,0.005,0.155
1198,0.010,0.140
1199,0.010,0.120
1200,0.000,0.110
1201,0.000,0.110
1202,-0.015,0.115
1203,-0.025,0.120
1204,-0.025,0.110
1205,-0.030,0.105
1206,-0.030,0.090
1207,-0.030,0.100
1208,-0.025,0.115
1209,-0.025,0.145
1210,-0.010,0.155
1211,0.005,0.140
1212,-0.005,0.120
1213,0.000,0.105
1214,-0.020,0.090
1215,-0.030,0.105
1216,-0.045,0.110
1217,-0.045,0.100
1218,-0.055,0.100
1219,-0.040,0.105
1220,-0.040,0.110
1221,-0.025,0.140
1222,-0.020,0.130
1223,-0.010,0.135
1224,0.000,0.110
1225,0.010,0.095
1226,-0.005,0.095
1227,-0.015,0.105
1228,-0.025,0.115
1229,-0.020,0.105
1230,-0.025,0.105
1231,-0.030,0.080
1232,-0.025,0.095
1233,-0.020,0.120
1234,-0.015,0.145
1235,0.000,0.150
1236,0.000,0.135
1237,0.000,0.125
1238,-0.005,0.115
1239,0.000,0.110
1240,-0.015,0.120
1241,-0.015,0.130
1242,-0.025,0.105
1243,-0.020,0.100
1244,-0.035,0.085
1245,-0.030,0.105
1246,-0.020,0.130
1247,-0.015,0.135
1248,-0.005,0.145
1249,0.000,0.125
1250,-0.010,0.105
1251,-0.015,0.095
1252,-0.020,0.100
1253,-0.020,0.115
1254,-0.020,0.120
1255,-0.030,0.105
1256,-0.030,0.105
1257,-0.025,0.115
1258,-0.020,0.135
1259,-0.015,0.140
1260,-0.020,0.145
1261,-0.020,0.145
1262,-0.015,0.115
1263,-0.010,0.105
1264,-0.020,0.125
1265,-0.020,0.135
1266,0.000,0.145
1267,0.005,0.145
